date,regime,posture,confidence,risk_score,composite,growth,liquidity,breadth,credit,volatility_safety,payload,recorded_at
2021-07-23,Late-Cycle Risk-On,Moderately invested,66.5,33.6,66.4,65.4,52.9,84.6,71.4,58.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 66.5, ""risk_score"": 33.6, ""composite"": 66.4, ""components"": {""Growth"": 65.4, ""Liquidity"": 52.9, ""Breadth"": 84.6, ""Credit"": 71.4, ""Volatility safety"": 58.0}}",2026-07-22T16:02:09.872222+00:00
2021-07-30,Late-Cycle Risk-On,Moderately invested,68.5,30.6,69.4,71.2,56.6,87.0,73.3,58.6,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 68.5, ""risk_score"": 30.6, ""composite"": 69.4, ""components"": {""Growth"": 71.2, ""Liquidity"": 56.6, ""Breadth"": 87.0, ""Credit"": 73.3, ""Volatility safety"": 58.6}}",2026-07-22T16:02:09.969629+00:00
2021-08-06,Late-Cycle Risk-On,Moderately invested,70.3,28.2,71.8,75.7,59.6,90.2,74.7,58.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 70.3, ""risk_score"": 28.2, ""composite"": 71.8, ""components"": {""Growth"": 75.7, ""Liquidity"": 59.6, ""Breadth"": 90.2, ""Credit"": 74.7, ""Volatility safety"": 58.9}}",2026-07-22T16:02:10.066771+00:00
2021-08-13,Risk-On Expansion,Growth-oriented,71.5,26.4,73.6,76.6,60.8,88.7,78.4,63.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 71.5, ""risk_score"": 26.4, ""composite"": 73.6, ""components"": {""Growth"": 76.6, ""Liquidity"": 60.8, ""Breadth"": 88.7, ""Credit"": 78.4, ""Volatility safety"": 63.5}}",2026-07-22T16:02:10.166789+00:00
2021-08-20,Late-Cycle Risk-On,Moderately invested,65.9,34.4,65.6,63.2,52.5,73.2,75.4,63.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.9, ""risk_score"": 34.4, ""composite"": 65.6, ""components"": {""Growth"": 63.2, ""Liquidity"": 52.5, ""Breadth"": 73.2, ""Credit"": 75.4, ""Volatility safety"": 63.5}}",2026-07-22T16:02:10.267903+00:00
2021-08-27,Risk-On Expansion,Growth-oriented,70.7,27.5,72.5,73.2,58.6,90.9,77.0,62.8,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 70.7, ""risk_score"": 27.5, ""composite"": 72.5, ""components"": {""Growth"": 73.2, ""Liquidity"": 58.6, ""Breadth"": 90.9, ""Credit"": 77.0, ""Volatility safety"": 62.8}}",2026-07-22T16:02:10.365934+00:00
2021-09-03,Late-Cycle Risk-On,Moderately invested,70.1,28.5,71.5,70.8,57.2,88.5,77.4,63.6,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 70.1, ""risk_score"": 28.5, ""composite"": 71.5, ""components"": {""Growth"": 70.8, ""Liquidity"": 57.2, ""Breadth"": 88.5, ""Credit"": 77.4, ""Volatility safety"": 63.6}}",2026-07-22T16:02:10.465934+00:00
2021-09-10,Late-Cycle Risk-On,Moderately invested,65.8,34.5,65.5,61.5,51.4,76.3,74.9,63.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.8, ""risk_score"": 34.5, ""composite"": 65.5, ""components"": {""Growth"": 61.5, ""Liquidity"": 51.4, ""Breadth"": 76.3, ""Credit"": 74.9, ""Volatility safety"": 63.5}}",2026-07-22T16:02:10.568570+00:00
2021-09-17,Late-Cycle Risk-On,Moderately invested,67.0,32.8,67.2,66.8,54.8,73.1,76.6,64.3,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 67.0, ""risk_score"": 32.8, ""composite"": 67.2, ""components"": {""Growth"": 66.8, ""Liquidity"": 54.8, ""Breadth"": 73.1, ""Credit"": 76.6, ""Volatility safety"": 64.3}}",2026-07-22T16:02:10.668917+00:00
2021-09-24,Late-Cycle Risk-On,Moderately invested,66.9,33.0,67.0,63.5,52.5,80.9,74.8,63.1,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 66.9, ""risk_score"": 33.0, ""composite"": 67.0, ""components"": {""Growth"": 63.5, ""Liquidity"": 52.5, ""Breadth"": 80.9, ""Credit"": 74.8, ""Volatility safety"": 63.1}}",2026-07-22T16:02:10.768054+00:00
2021-10-01,Mixed / Transition,Balanced,60.1,42.7,57.3,52.6,45.4,57.6,70.3,60.7,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 60.1, ""risk_score"": 42.7, ""composite"": 57.3, ""components"": {""Growth"": 52.6, ""Liquidity"": 45.4, ""Breadth"": 57.6, ""Credit"": 70.3, ""Volatility safety"": 60.7}}",2026-07-22T16:02:10.869019+00:00
2021-10-08,Mixed / Transition,Balanced,61.4,40.9,59.1,56.0,47.5,60.3,71.1,60.6,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 61.4, ""risk_score"": 40.9, ""composite"": 59.1, ""components"": {""Growth"": 56.0, ""Liquidity"": 47.5, ""Breadth"": 60.3, ""Credit"": 71.1, ""Volatility safety"": 60.6}}",2026-07-22T16:02:10.971728+00:00
2021-10-15,Late-Cycle Risk-On,Moderately invested,68.4,30.9,69.1,75.3,59.7,72.9,76.5,61.4,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 68.4, ""risk_score"": 30.9, ""composite"": 69.1, ""components"": {""Growth"": 75.3, ""Liquidity"": 59.7, ""Breadth"": 72.9, ""Credit"": 76.5, ""Volatility safety"": 61.4}}",2026-07-22T16:02:11.069834+00:00
2021-10-22,Risk-On Expansion,Growth-oriented,70.4,28.0,72.0,76.4,60.6,82.6,77.8,62.7,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 70.4, ""risk_score"": 28.0, ""composite"": 72.0, ""components"": {""Growth"": 76.4, ""Liquidity"": 60.6, ""Breadth"": 82.6, ""Credit"": 77.8, ""Volatility safety"": 62.7}}",2026-07-22T16:02:11.169532+00:00
2021-10-29,Late-Cycle Risk-On,Moderately invested,70.0,28.6,71.4,70.8,57.1,90.3,76.3,62.6,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 70.0, ""risk_score"": 28.6, ""composite"": 71.4, ""components"": {""Growth"": 70.8, ""Liquidity"": 57.1, ""Breadth"": 90.3, ""Credit"": 76.3, ""Volatility safety"": 62.6}}",2026-07-22T16:02:11.271704+00:00
2021-11-05,Risk-On Expansion,Growth-oriented,73.7,23.3,76.7,83.2,64.8,94.5,79.0,62.1,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.7, ""risk_score"": 23.3, ""composite"": 76.7, ""components"": {""Growth"": 83.2, ""Liquidity"": 64.8, ""Breadth"": 94.5, ""Credit"": 79.0, ""Volatility safety"": 62.1}}",2026-07-22T16:02:11.372795+00:00
2021-11-12,Risk-On Expansion,Growth-oriented,75.1,21.3,78.7,88.8,68.1,94.8,80.0,61.6,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.1, ""risk_score"": 21.3, ""composite"": 78.7, ""components"": {""Growth"": 88.8, ""Liquidity"": 68.1, ""Breadth"": 94.8, ""Credit"": 80.0, ""Volatility safety"": 61.6}}",2026-07-22T16:02:11.473367+00:00
2021-11-19,Risk-On Expansion,Growth-oriented,72.6,24.9,75.1,83.5,65.0,84.8,79.6,62.7,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 72.6, ""risk_score"": 24.9, ""composite"": 75.1, ""components"": {""Growth"": 83.5, ""Liquidity"": 65.0, ""Breadth"": 84.8, ""Credit"": 79.6, ""Volatility safety"": 62.7}}",2026-07-22T16:02:11.575529+00:00
2021-11-26,Late-Cycle Risk-On,Moderately invested,67.5,32.1,67.9,69.6,56.0,78.6,74.5,60.7,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 67.5, ""risk_score"": 32.1, ""composite"": 67.9, ""components"": {""Growth"": 69.6, ""Liquidity"": 56.0, ""Breadth"": 78.6, ""Credit"": 74.5, ""Volatility safety"": 60.7}}",2026-07-22T16:02:11.677843+00:00
2021-12-03,Late-Cycle Risk-On,Moderately invested,65.5,35.0,65.0,69.7,55.6,70.0,72.2,57.7,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.5, ""risk_score"": 35.0, ""composite"": 65.0, ""components"": {""Growth"": 69.7, ""Liquidity"": 55.6, ""Breadth"": 70.0, ""Credit"": 72.2, ""Volatility safety"": 57.7}}",2026-07-22T16:02:11.782305+00:00
2021-12-10,Risk-On Expansion,Growth-oriented,71.7,26.1,73.9,87.7,66.5,84.2,75.2,55.8,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 71.7, ""risk_score"": 26.1, ""composite"": 73.9, ""components"": {""Growth"": 87.7, ""Liquidity"": 66.5, ""Breadth"": 84.2, ""Credit"": 75.2, ""Volatility safety"": 55.8}}",2026-07-22T16:02:11.882545+00:00
2021-12-17,Late-Cycle Risk-On,Moderately invested,68.9,30.2,69.8,85.3,64.8,71.6,73.4,54.1,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 68.9, ""risk_score"": 30.2, ""composite"": 69.8, ""components"": {""Growth"": 85.3, ""Liquidity"": 64.8, ""Breadth"": 71.6, ""Credit"": 73.4, ""Volatility safety"": 54.1}}",2026-07-22T16:02:11.988005+00:00
2021-12-23,Late-Cycle Risk-On,Moderately invested,69.2,29.7,70.3,82.2,62.7,81.2,72.1,53.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.2, ""risk_score"": 29.7, ""composite"": 70.3, ""components"": {""Growth"": 82.2, ""Liquidity"": 62.7, ""Breadth"": 81.2, ""Credit"": 72.1, ""Volatility safety"": 53.5}}",2026-07-22T16:02:12.093473+00:00
2021-12-31,Risk-On Expansion,Growth-oriented,75.2,21.1,78.9,100.0,75.4,84.6,78.8,55.6,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.2, ""risk_score"": 21.1, ""composite"": 78.9, ""components"": {""Growth"": 100.0, ""Liquidity"": 75.4, ""Breadth"": 84.6, ""Credit"": 78.8, ""Volatility safety"": 55.6}}",2026-07-22T16:02:12.195789+00:00
2022-01-07,Risk-On Expansion,Growth-oriented,71.4,26.5,73.5,92.6,69.3,76.3,75.1,54.0,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 71.4, ""risk_score"": 26.5, ""composite"": 73.5, ""components"": {""Growth"": 92.6, ""Liquidity"": 69.3, ""Breadth"": 76.3, ""Credit"": 75.1, ""Volatility safety"": 54.0}}",2026-07-22T16:02:12.299420+00:00
2022-01-14,Late-Cycle Risk-On,Moderately invested,69.6,29.2,70.8,85.2,64.6,77.3,73.1,53.8,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.6, ""risk_score"": 29.2, ""composite"": 70.8, ""components"": {""Growth"": 85.2, ""Liquidity"": 64.6, ""Breadth"": 77.3, ""Credit"": 73.1, ""Volatility safety"": 53.8}}",2026-07-22T16:02:12.401680+00:00
2022-01-21,Slowdown,Defensive tilt,57.3,53.3,46.7,49.3,41.8,29.3,62.1,51.2,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 57.3, ""risk_score"": 53.3, ""composite"": 46.7, ""components"": {""Growth"": 49.3, ""Liquidity"": 41.8, ""Breadth"": 29.3, ""Credit"": 62.1, ""Volatility safety"": 51.2}}",2026-07-22T16:02:12.504574+00:00
2022-01-28,Slowdown,Defensive tilt,58.0,54.3,45.7,46.4,39.6,33.6,59.7,49.1,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 58.0, ""risk_score"": 54.3, ""composite"": 45.7, ""components"": {""Growth"": 46.4, ""Liquidity"": 39.6, ""Breadth"": 33.6, ""Credit"": 59.7, ""Volatility safety"": 49.1}}",2026-07-22T16:02:12.610372+00:00
2022-02-04,Slowdown,Defensive tilt,57.2,53.1,46.9,45.8,38.9,44.9,57.9,46.8,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 57.2, ""risk_score"": 53.1, ""composite"": 46.9, ""components"": {""Growth"": 45.8, ""Liquidity"": 38.9, ""Breadth"": 44.9, ""Credit"": 57.9, ""Volatility safety"": 46.8}}",2026-07-22T16:02:12.716259+00:00
2022-02-11,Risk-Off Contraction,Capital preservation,60.8,58.2,41.8,40.0,34.9,34.5,55.0,44.5,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 60.8, ""risk_score"": 58.2, ""composite"": 41.8, ""components"": {""Growth"": 40.0, ""Liquidity"": 34.9, ""Breadth"": 34.5, ""Credit"": 55.0, ""Volatility safety"": 44.5}}",2026-07-22T16:02:12.822633+00:00
2022-02-18,Risk-Off Contraction,Capital preservation,63.3,61.9,38.1,35.6,31.2,28.7,52.9,42.4,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 63.3, ""risk_score"": 61.9, ""composite"": 38.1, ""components"": {""Growth"": 35.6, ""Liquidity"": 31.2, ""Breadth"": 28.7, ""Credit"": 52.9, ""Volatility safety"": 42.4}}",2026-07-22T16:02:12.927936+00:00
2022-02-25,Slowdown,Defensive tilt,59.3,56.1,43.9,47.4,38.4,39.5,53.4,40.6,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 59.3, ""risk_score"": 56.1, ""composite"": 43.9, ""components"": {""Growth"": 47.4, ""Liquidity"": 38.4, ""Breadth"": 39.5, ""Credit"": 53.4, ""Volatility safety"": 40.6}}",2026-07-22T16:02:13.038205+00:00
2022-03-04,Risk-Off Contraction,Capital preservation,60.9,58.4,41.6,47.4,34.7,28.8,55.4,41.7,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 60.9, ""risk_score"": 58.4, ""composite"": 41.6, ""components"": {""Growth"": 47.4, ""Liquidity"": 34.7, ""Breadth"": 28.8, ""Credit"": 55.4, ""Volatility safety"": 41.7}}",2026-07-22T16:02:13.145756+00:00
2022-03-11,Risk-Off Contraction,Capital preservation,67.3,67.5,32.5,26.2,25.5,20.9,50.4,39.2,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 67.3, ""risk_score"": 67.5, ""composite"": 32.5, ""components"": {""Growth"": 26.2, ""Liquidity"": 25.5, ""Breadth"": 20.9, ""Credit"": 50.4, ""Volatility safety"": 39.2}}",2026-07-22T16:02:13.249606+00:00
2022-03-18,Slowdown,Defensive tilt,55.4,50.5,49.5,56.4,39.8,61.0,53.1,37.2,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 55.4, ""risk_score"": 50.5, ""composite"": 49.5, ""components"": {""Growth"": 56.4, ""Liquidity"": 39.8, ""Breadth"": 61.0, ""Credit"": 53.1, ""Volatility safety"": 37.2}}",2026-07-22T16:02:13.354243+00:00
2022-03-25,Slowdown,Defensive tilt,55.5,50.7,49.3,49.2,34.0,74.0,51.9,37.1,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 55.5, ""risk_score"": 50.7, ""composite"": 49.3, ""components"": {""Growth"": 49.2, ""Liquidity"": 34.0, ""Breadth"": 74.0, ""Credit"": 51.9, ""Volatility safety"": 37.1}}",2026-07-22T16:02:13.462909+00:00
2022-04-01,Slowdown,Defensive tilt,58.6,55.1,44.9,41.9,32.5,63.5,50.2,36.3,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 58.6, ""risk_score"": 55.1, ""composite"": 44.9, ""components"": {""Growth"": 41.9, ""Liquidity"": 32.5, ""Breadth"": 63.5, ""Credit"": 50.2, ""Volatility safety"": 36.3}}",2026-07-22T16:02:13.570390+00:00
2022-04-08,Risk-Off Contraction,Capital preservation,61.2,58.9,41.1,39.2,33.1,46.6,50.1,36.6,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 61.2, ""risk_score"": 58.9, ""composite"": 41.1, ""components"": {""Growth"": 39.2, ""Liquidity"": 33.1, ""Breadth"": 46.6, ""Credit"": 50.1, ""Volatility safety"": 36.6}}",2026-07-22T16:02:13.678763+00:00
2022-04-14,Risk-Off Contraction,Capital preservation,65.1,64.4,35.6,26.4,30.2,37.5,48.0,36.1,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 65.1, ""risk_score"": 64.4, ""composite"": 35.6, ""components"": {""Growth"": 26.4, ""Liquidity"": 30.2, ""Breadth"": 37.5, ""Credit"": 48.0, ""Volatility safety"": 36.1}}",2026-07-22T16:02:13.789831+00:00
2022-04-22,Risk-Off Contraction,Capital preservation,64.1,63.0,37.0,39.5,33.6,27.5,48.7,35.7,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 64.1, ""risk_score"": 63.0, ""composite"": 37.0, ""components"": {""Growth"": 39.5, ""Liquidity"": 33.6, ""Breadth"": 27.5, ""Credit"": 48.7, ""Volatility safety"": 35.7}}",2026-07-22T16:02:13.897665+00:00
2022-04-29,Risk-Off Contraction,Capital preservation,70.4,72.0,28.0,22.3,23.8,18.1,43.2,32.8,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 70.4, ""risk_score"": 72.0, ""composite"": 28.0, ""components"": {""Growth"": 22.3, ""Liquidity"": 23.8, ""Breadth"": 18.1, ""Credit"": 43.2, ""Volatility safety"": 32.8}}",2026-07-22T16:02:14.007466+00:00
2022-05-06,Risk-Off Contraction,Capital preservation,69.9,71.3,28.7,26.6,24.9,18.0,42.7,31.3,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 69.9, ""risk_score"": 71.3, ""composite"": 28.7, ""components"": {""Growth"": 26.6, ""Liquidity"": 24.9, ""Breadth"": 18.0, ""Credit"": 42.7, ""Volatility safety"": 31.3}}",2026-07-22T16:02:14.117767+00:00
2022-05-13,Risk-Off Contraction,Capital preservation,71.0,72.8,27.2,26.6,24.1,15.3,40.8,29.1,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 71.0, ""risk_score"": 72.8, ""composite"": 27.2, ""components"": {""Growth"": 26.6, ""Liquidity"": 24.1, ""Breadth"": 15.3, ""Credit"": 40.8, ""Volatility safety"": 29.1}}",2026-07-22T16:02:14.227964+00:00
2022-05-20,Risk-Off Contraction,Capital preservation,71.1,73.0,27.0,26.6,24.1,16.1,40.4,27.9,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 71.1, ""risk_score"": 73.0, ""composite"": 27.0, ""components"": {""Growth"": 26.6, ""Liquidity"": 24.1, ""Breadth"": 16.1, ""Credit"": 40.4, ""Volatility safety"": 27.9}}",2026-07-22T16:02:14.337381+00:00
2022-05-27,Risk-Off Contraction,Capital preservation,62.3,60.4,39.6,51.1,39.0,36.3,44.1,27.3,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 62.3, ""risk_score"": 60.4, ""composite"": 39.6, ""components"": {""Growth"": 51.1, ""Liquidity"": 39.0, ""Breadth"": 36.3, ""Credit"": 44.1, ""Volatility safety"": 27.3}}",2026-07-22T16:02:14.446758+00:00
2022-06-03,Risk-Off Contraction,Capital preservation,62.3,60.4,39.6,54.0,41.0,29.9,45.3,27.9,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 62.3, ""risk_score"": 60.4, ""composite"": 39.6, ""components"": {""Growth"": 54.0, ""Liquidity"": 41.0, ""Breadth"": 29.9, ""Credit"": 45.3, ""Volatility safety"": 27.9}}",2026-07-22T16:02:14.557815+00:00
2022-06-10,Risk-Off Contraction,Capital preservation,69.0,70.0,30.0,35.9,29.9,13.7,41.8,29.0,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 69.0, ""risk_score"": 70.0, ""composite"": 30.0, ""components"": {""Growth"": 35.9, ""Liquidity"": 29.9, ""Breadth"": 13.7, ""Credit"": 41.8, ""Volatility safety"": 29.0}}",2026-07-22T16:02:14.667820+00:00
2022-06-17,Risk-Off Contraction,Capital preservation,80.1,85.9,14.1,0.0,5.0,3.7,34.7,27.4,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 80.1, ""risk_score"": 85.9, ""composite"": 14.1, ""components"": {""Growth"": 0.0, ""Liquidity"": 5.0, ""Breadth"": 3.7, ""Credit"": 34.7, ""Volatility safety"": 27.4}}",2026-07-22T16:02:14.775310+00:00
2022-06-24,Risk-Off Contraction,Capital preservation,79.5,85.0,15.0,0.0,7.3,9.1,33.2,25.3,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 79.5, ""risk_score"": 85.0, ""composite"": 15.0, ""components"": {""Growth"": 0.0, ""Liquidity"": 7.3, ""Breadth"": 9.1, ""Credit"": 33.2, ""Volatility safety"": 25.3}}",2026-07-22T16:02:14.886606+00:00
2022-07-01,Risk-Off Contraction,Capital preservation,79.3,84.8,15.2,0.0,7.6,10.1,33.3,25.1,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 79.3, ""risk_score"": 84.8, ""composite"": 15.2, ""components"": {""Growth"": 0.0, ""Liquidity"": 7.6, ""Breadth"": 10.1, ""Credit"": 33.3, ""Volatility safety"": 25.1}}",2026-07-22T16:02:14.995342+00:00
2022-07-08,Risk-Off Contraction,Capital preservation,79.0,84.3,15.7,0.0,8.4,12.9,32.5,24.7,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 79.0, ""risk_score"": 84.3, ""composite"": 15.7, ""components"": {""Growth"": 0.0, ""Liquidity"": 8.4, ""Breadth"": 12.9, ""Credit"": 32.5, ""Volatility safety"": 24.7}}",2026-07-22T16:02:15.107363+00:00
2022-07-15,Risk-Off Contraction,Capital preservation,78.1,83.0,17.0,6.5,10.8,10.8,32.3,24.5,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 78.1, ""risk_score"": 83.0, ""composite"": 17.0, ""components"": {""Growth"": 6.5, ""Liquidity"": 10.8, ""Breadth"": 10.8, ""Credit"": 32.3, ""Volatility safety"": 24.5}}",2026-07-22T16:02:15.216683+00:00
2022-07-22,Risk-Off Contraction,Capital preservation,69.8,71.2,28.8,28.3,24.2,32.9,35.4,23.4,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 69.8, ""risk_score"": 71.2, ""composite"": 28.8, ""components"": {""Growth"": 28.3, ""Liquidity"": 24.2, ""Breadth"": 32.9, ""Credit"": 35.4, ""Volatility safety"": 23.4}}",2026-07-22T16:02:15.344499+00:00
2022-07-29,Slowdown,Defensive tilt,56.8,52.6,47.4,57.2,42.6,68.5,43.9,25.1,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 56.8, ""risk_score"": 52.6, ""composite"": 47.4, ""components"": {""Growth"": 57.2, ""Liquidity"": 42.6, ""Breadth"": 68.5, ""Credit"": 43.9, ""Volatility safety"": 25.1}}",2026-07-22T16:02:15.511966+00:00
2022-08-05,Slowdown,Defensive tilt,57.3,53.3,46.7,51.3,39.6,67.3,45.9,29.5,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 57.3, ""risk_score"": 53.3, ""composite"": 46.7, ""components"": {""Growth"": 51.3, ""Liquidity"": 39.6, ""Breadth"": 67.3, ""Credit"": 45.9, ""Volatility safety"": 29.5}}",2026-07-22T16:02:15.694581+00:00
2022-08-12,Mixed / Transition,Balanced,61.8,40.3,59.7,72.1,52.8,90.3,52.1,30.9,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 61.8, ""risk_score"": 40.3, ""composite"": 59.7, ""components"": {""Growth"": 72.1, ""Liquidity"": 52.8, ""Breadth"": 90.3, ""Credit"": 52.1, ""Volatility safety"": 30.9}}",2026-07-22T16:02:15.810561+00:00
2022-08-19,Mixed / Transition,Balanced,61.3,41.0,59.0,73.1,54.1,77.2,55.5,34.9,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 61.3, ""risk_score"": 41.0, ""composite"": 59.0, ""components"": {""Growth"": 73.1, ""Liquidity"": 54.1, ""Breadth"": 77.2, ""Credit"": 55.5, ""Volatility safety"": 34.9}}",2026-07-22T16:02:15.923465+00:00
2022-08-26,Risk-Off Contraction,Capital preservation,64.6,63.8,36.2,31.9,28.0,44.9,43.5,32.8,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 64.6, ""risk_score"": 63.8, ""composite"": 36.2, ""components"": {""Growth"": 31.9, ""Liquidity"": 28.0, ""Breadth"": 44.9, ""Credit"": 43.5, ""Volatility safety"": 32.8}}",2026-07-22T16:02:16.035496+00:00
2022-09-02,Risk-Off Contraction,Capital preservation,70.0,71.4,28.6,20.0,21.0,24.4,42.9,34.4,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 70.0, ""risk_score"": 71.4, ""composite"": 28.6, ""components"": {""Growth"": 20.0, ""Liquidity"": 21.0, ""Breadth"": 24.4, ""Credit"": 42.9, ""Volatility safety"": 34.4}}",2026-07-22T16:02:16.148924+00:00
2022-09-09,Slowdown,Defensive tilt,58.4,54.9,45.1,55.5,43.0,41.3,50.9,34.7,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 58.4, ""risk_score"": 54.9, ""composite"": 45.1, ""components"": {""Growth"": 55.5, ""Liquidity"": 43.0, ""Breadth"": 41.3, ""Credit"": 50.9, ""Volatility safety"": 34.7}}",2026-07-22T16:02:16.261424+00:00
2022-09-16,Slowdown,Defensive tilt,57.4,53.4,46.6,67.7,51.2,19.6,56.5,38.0,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 57.4, ""risk_score"": 53.4, ""composite"": 46.6, ""components"": {""Growth"": 67.7, ""Liquidity"": 51.2, ""Breadth"": 19.6, ""Credit"": 56.5, ""Volatility safety"": 38.0}}",2026-07-22T16:02:16.372856+00:00
2022-09-23,Risk-Off Contraction,Capital preservation,70.1,71.6,28.4,26.2,25.6,2.2,48.0,40.3,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 70.1, ""risk_score"": 71.6, ""composite"": 28.4, ""components"": {""Growth"": 26.2, ""Liquidity"": 25.6, ""Breadth"": 2.2, ""Credit"": 48.0, ""Volatility safety"": 40.3}}",2026-07-22T16:02:16.487929+00:00
