date,regime,posture,confidence,risk_score,composite,growth,liquidity,breadth,credit,volatility_safety,payload,recorded_at
2016-07-22,Late-Cycle Risk-On,Moderately invested,69.0,30.0,70.0,50.0,50.0,50.0,100.0,100.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.0, ""risk_score"": 30.0, ""composite"": 70.0, ""components"": {""Growth"": 50.0, ""Liquidity"": 50.0, ""Breadth"": 50.0, ""Credit"": 100.0, ""Volatility safety"": 100.0}}",2026-07-22T16:01:53.299479+00:00
2016-07-29,Late-Cycle Risk-On,Moderately invested,69.0,30.0,70.0,50.0,50.0,50.0,100.0,100.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.0, ""risk_score"": 30.0, ""composite"": 70.0, ""components"": {""Growth"": 50.0, ""Liquidity"": 50.0, ""Breadth"": 50.0, ""Credit"": 100.0, ""Volatility safety"": 100.0}}",2026-07-22T16:01:53.327996+00:00
2016-08-05,Late-Cycle Risk-On,Moderately invested,69.0,30.0,70.0,50.0,50.0,50.0,100.0,100.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.0, ""risk_score"": 30.0, ""composite"": 70.0, ""components"": {""Growth"": 50.0, ""Liquidity"": 50.0, ""Breadth"": 50.0, ""Credit"": 100.0, ""Volatility safety"": 100.0}}",2026-07-22T16:01:53.350316+00:00
2016-08-12,Late-Cycle Risk-On,Moderately invested,69.0,30.0,70.0,50.0,50.0,50.0,100.0,100.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.0, ""risk_score"": 30.0, ""composite"": 70.0, ""components"": {""Growth"": 50.0, ""Liquidity"": 50.0, ""Breadth"": 50.0, ""Credit"": 100.0, ""Volatility safety"": 100.0}}",2026-07-22T16:01:53.381912+00:00
2016-08-19,Late-Cycle Risk-On,Moderately invested,63.5,37.9,62.1,50.0,46.1,57.6,81.2,75.7,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 63.5, ""risk_score"": 37.9, ""composite"": 62.1, ""components"": {""Growth"": 50.0, ""Liquidity"": 46.1, ""Breadth"": 57.6, ""Credit"": 81.2, ""Volatility safety"": 75.7}}",2026-07-22T16:01:53.409824+00:00
2016-08-26,Mixed / Transition,Balanced,63.4,38.0,62.0,50.0,46.3,54.5,82.2,76.9,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 63.4, ""risk_score"": 38.0, ""composite"": 62.0, ""components"": {""Growth"": 50.0, ""Liquidity"": 46.3, ""Breadth"": 54.5, ""Credit"": 82.2, ""Volatility safety"": 76.9}}",2026-07-22T16:01:53.437623+00:00
2016-09-02,Late-Cycle Risk-On,Moderately invested,63.9,37.3,62.7,50.0,46.5,56.2,82.9,77.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 63.9, ""risk_score"": 37.3, ""composite"": 62.7, ""components"": {""Growth"": 50.0, ""Liquidity"": 46.5, ""Breadth"": 56.2, ""Credit"": 82.9, ""Volatility safety"": 77.9}}",2026-07-22T16:01:53.465125+00:00
2016-09-09,Mixed / Transition,Balanced,60.6,42.1,57.9,50.0,45.6,43.1,78.6,72.3,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 60.6, ""risk_score"": 42.1, ""composite"": 57.9, ""components"": {""Growth"": 50.0, ""Liquidity"": 45.6, ""Breadth"": 43.1, ""Credit"": 78.6, ""Volatility safety"": 72.3}}",2026-07-22T16:01:53.492334+00:00
2016-09-16,Mixed / Transition,Balanced,60.7,41.9,58.1,50.0,45.2,48.8,76.7,69.9,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 60.7, ""risk_score"": 41.9, ""composite"": 58.1, ""components"": {""Growth"": 50.0, ""Liquidity"": 45.2, ""Breadth"": 48.8, ""Credit"": 76.7, ""Volatility safety"": 69.9}}",2026-07-22T16:01:53.520125+00:00
2016-09-23,Mixed / Transition,Balanced,61.4,40.9,59.1,50.0,45.3,53.1,77.0,70.2,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 61.4, ""risk_score"": 40.9, ""composite"": 59.1, ""components"": {""Growth"": 50.0, ""Liquidity"": 45.3, ""Breadth"": 53.1, ""Credit"": 77.0, ""Volatility safety"": 70.2}}",2026-07-22T16:01:53.547986+00:00
2016-09-30,Mixed / Transition,Balanced,62.8,38.9,61.1,50.0,45.1,65.2,76.2,69.2,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 62.8, ""risk_score"": 38.9, ""composite"": 61.1, ""components"": {""Growth"": 50.0, ""Liquidity"": 45.1, ""Breadth"": 65.2, ""Credit"": 76.2, ""Volatility safety"": 69.2}}",2026-07-22T16:01:53.576780+00:00
2016-10-07,Mixed / Transition,Balanced,62.6,39.1,60.9,50.0,45.2,62.6,76.8,70.0,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 62.6, ""risk_score"": 39.1, ""composite"": 60.9, ""components"": {""Growth"": 50.0, ""Liquidity"": 45.2, ""Breadth"": 62.6, ""Credit"": 76.8, ""Volatility safety"": 70.0}}",2026-07-22T16:01:53.604917+00:00
2016-10-14,Mixed / Transition,Balanced,60.6,42.0,58.0,50.0,45.2,48.3,76.7,69.8,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 60.6, ""risk_score"": 42.0, ""composite"": 58.0, ""components"": {""Growth"": 50.0, ""Liquidity"": 45.2, ""Breadth"": 48.3, ""Credit"": 76.7, ""Volatility safety"": 69.8}}",2026-07-22T16:01:53.633257+00:00
2016-10-21,Mixed / Transition,Balanced,62.9,38.7,61.3,56.9,49.6,50.9,78.8,70.4,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 62.9, ""risk_score"": 38.7, ""composite"": 61.3, ""components"": {""Growth"": 56.9, ""Liquidity"": 49.6, ""Breadth"": 50.9, ""Credit"": 78.8, ""Volatility safety"": 70.4}}",2026-07-22T16:01:53.663285+00:00
2016-10-28,Mixed / Transition,Balanced,63.3,38.1,61.9,59.8,51.5,47.2,80.1,71.0,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 63.3, ""risk_score"": 38.1, ""composite"": 61.9, ""components"": {""Growth"": 59.8, ""Liquidity"": 51.5, ""Breadth"": 47.2, ""Credit"": 80.1, ""Volatility safety"": 71.0}}",2026-07-22T16:01:53.693634+00:00
2016-11-04,Mixed / Transition,Balanced,57.5,46.4,53.6,43.9,41.6,34.5,76.5,71.5,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 57.5, ""risk_score"": 46.4, ""composite"": 53.6, ""components"": {""Growth"": 43.9, ""Liquidity"": 41.6, ""Breadth"": 34.5, ""Credit"": 76.5, ""Volatility safety"": 71.5}}",2026-07-22T16:01:53.724162+00:00
2016-11-11,Late-Cycle Risk-On,Moderately invested,65.3,35.2,64.8,62.2,52.2,66.4,76.9,66.2,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.3, ""risk_score"": 35.2, ""composite"": 64.8, ""components"": {""Growth"": 62.2, ""Liquidity"": 52.2, ""Breadth"": 66.4, ""Credit"": 76.9, ""Volatility safety"": 66.2}}",2026-07-22T16:01:53.753620+00:00
2016-11-18,Late-Cycle Risk-On,Moderately invested,67.1,32.7,67.3,65.5,54.2,74.7,77.0,65.2,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 67.1, ""risk_score"": 32.7, ""composite"": 67.3, ""components"": {""Growth"": 65.5, ""Liquidity"": 54.2, ""Breadth"": 74.7, ""Credit"": 77.0, ""Volatility safety"": 65.2}}",2026-07-22T16:01:53.783493+00:00
2016-11-25,Late-Cycle Risk-On,Moderately invested,69.6,29.1,70.9,71.9,58.1,80.8,78.5,65.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.6, ""risk_score"": 29.1, ""composite"": 70.9, ""components"": {""Growth"": 71.9, ""Liquidity"": 58.1, ""Breadth"": 80.8, ""Credit"": 78.5, ""Volatility safety"": 65.0}}",2026-07-22T16:01:53.814450+00:00
2016-12-02,Late-Cycle Risk-On,Moderately invested,65.8,34.6,65.4,65.5,53.7,70.2,74.9,62.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.8, ""risk_score"": 34.6, ""composite"": 65.4, ""components"": {""Growth"": 65.5, ""Liquidity"": 53.7, ""Breadth"": 70.2, ""Credit"": 74.9, ""Volatility safety"": 62.5}}",2026-07-22T16:01:53.844563+00:00
2016-12-09,Risk-On Expansion,Growth-oriented,75.2,21.2,78.8,91.6,70.2,84.8,82.9,64.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.2, ""risk_score"": 21.2, ""composite"": 78.8, ""components"": {""Growth"": 91.6, ""Liquidity"": 70.2, ""Breadth"": 84.8, ""Credit"": 82.9, ""Volatility safety"": 64.5}}",2026-07-22T16:01:53.875106+00:00
2016-12-16,Risk-On Expansion,Growth-oriented,74.3,22.4,77.6,87.5,67.9,85.2,82.4,65.0,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 74.3, ""risk_score"": 22.4, ""composite"": 77.6, ""components"": {""Growth"": 87.5, ""Liquidity"": 67.9, ""Breadth"": 85.2, ""Credit"": 82.4, ""Volatility safety"": 65.0}}",2026-07-22T16:01:53.906808+00:00
2016-12-23,Risk-On Expansion,Growth-oriented,74.9,21.6,78.4,87.9,68.0,87.0,83.1,65.9,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 74.9, ""risk_score"": 21.6, ""composite"": 78.4, ""components"": {""Growth"": 87.9, ""Liquidity"": 68.0, ""Breadth"": 87.0, ""Credit"": 83.1, ""Volatility safety"": 65.9}}",2026-07-22T16:01:53.939040+00:00
2016-12-30,Risk-On Expansion,Growth-oriented,70.8,27.5,72.5,76.3,61.1,77.8,80.8,66.6,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 70.8, ""risk_score"": 27.5, ""composite"": 72.5, ""components"": {""Growth"": 76.3, ""Liquidity"": 61.1, ""Breadth"": 77.8, ""Credit"": 80.8, ""Volatility safety"": 66.6}}",2026-07-22T16:01:53.971044+00:00
2017-01-06,Risk-On Expansion,Growth-oriented,72.8,24.5,75.5,80.8,63.9,84.1,81.9,66.6,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 72.8, ""risk_score"": 24.5, ""composite"": 75.5, ""components"": {""Growth"": 80.8, ""Liquidity"": 63.9, ""Breadth"": 84.1, ""Credit"": 81.9, ""Volatility safety"": 66.6}}",2026-07-22T16:01:54.002728+00:00
2017-01-13,Risk-On Expansion,Growth-oriented,74.9,21.6,78.4,89.2,69.3,81.8,84.5,67.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 74.9, ""risk_score"": 21.6, ""composite"": 78.4, ""components"": {""Growth"": 89.2, ""Liquidity"": 69.3, ""Breadth"": 81.8, ""Credit"": 84.5, ""Volatility safety"": 67.3}}",2026-07-22T16:01:54.036999+00:00
2017-01-20,Risk-On Expansion,Growth-oriented,73.3,23.9,76.1,85.8,67.1,77.1,83.4,67.0,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.3, ""risk_score"": 23.9, ""composite"": 76.1, ""components"": {""Growth"": 85.8, ""Liquidity"": 67.1, ""Breadth"": 77.1, ""Credit"": 83.4, ""Volatility safety"": 67.0}}",2026-07-22T16:01:54.071307+00:00
2017-01-27,Risk-On Expansion,Growth-oriented,75.7,20.4,79.6,93.5,71.8,81.5,84.9,66.4,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.7, ""risk_score"": 20.4, ""composite"": 79.6, ""components"": {""Growth"": 93.5, ""Liquidity"": 71.8, ""Breadth"": 81.5, ""Credit"": 84.9, ""Volatility safety"": 66.4}}",2026-07-22T16:01:54.104542+00:00
2017-02-03,Risk-On Expansion,Growth-oriented,77.5,17.8,82.2,100.0,77.8,79.5,87.2,66.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 77.5, ""risk_score"": 17.8, ""composite"": 82.2, ""components"": {""Growth"": 100.0, ""Liquidity"": 77.8, ""Breadth"": 79.5, ""Credit"": 87.2, ""Volatility safety"": 66.3}}",2026-07-22T16:01:54.136955+00:00
2017-02-10,Risk-On Expansion,Growth-oriented,74.8,21.8,78.2,86.9,68.2,81.0,85.6,69.4,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 74.8, ""risk_score"": 21.8, ""composite"": 78.2, ""components"": {""Growth"": 86.9, ""Liquidity"": 68.2, ""Breadth"": 81.0, ""Credit"": 85.6, ""Volatility safety"": 69.4}}",2026-07-22T16:01:54.169535+00:00
2017-02-17,Risk-On Expansion,Growth-oriented,75.7,20.5,79.5,84.4,67.1,86.7,87.1,72.2,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.7, ""risk_score"": 20.5, ""composite"": 79.5, ""components"": {""Growth"": 84.4, ""Liquidity"": 67.1, ""Breadth"": 86.7, ""Credit"": 87.1, ""Volatility safety"": 72.2}}",2026-07-22T16:01:54.202828+00:00
2017-02-24,Risk-On Expansion,Growth-oriented,74.3,22.4,77.6,79.3,63.9,86.5,86.0,72.4,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 74.3, ""risk_score"": 22.4, ""composite"": 77.6, ""components"": {""Growth"": 79.3, ""Liquidity"": 63.9, ""Breadth"": 86.5, ""Credit"": 86.0, ""Volatility safety"": 72.4}}",2026-07-22T16:01:54.236707+00:00
2017-03-03,Risk-On Expansion,Growth-oriented,77.3,18.1,81.9,89.4,70.2,88.7,88.6,72.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 77.3, ""risk_score"": 18.1, ""composite"": 81.9, ""components"": {""Growth"": 89.4, ""Liquidity"": 70.2, ""Breadth"": 88.7, ""Credit"": 88.6, ""Volatility safety"": 72.5}}",2026-07-22T16:01:54.270890+00:00
2017-03-10,Risk-On Expansion,Growth-oriented,73.9,23.0,77.0,75.1,61.8,85.2,87.3,75.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.9, ""risk_score"": 23.0, ""composite"": 77.0, ""components"": {""Growth"": 75.1, ""Liquidity"": 61.8, ""Breadth"": 85.2, ""Credit"": 87.3, ""Volatility safety"": 75.5}}",2026-07-22T16:01:54.305000+00:00
2017-03-17,Risk-On Expansion,Growth-oriented,73.1,24.2,75.8,72.5,60.2,83.7,86.9,75.8,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.1, ""risk_score"": 24.2, ""composite"": 75.8, ""components"": {""Growth"": 72.5, ""Liquidity"": 60.2, ""Breadth"": 83.7, ""Credit"": 86.9, ""Volatility safety"": 75.8}}",2026-07-22T16:01:54.339212+00:00
2017-03-24,Late-Cycle Risk-On,Moderately invested,69.6,29.2,70.8,66.1,56.1,72.1,84.7,75.1,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.6, ""risk_score"": 29.2, ""composite"": 70.8, ""components"": {""Growth"": 66.1, ""Liquidity"": 56.1, ""Breadth"": 72.1, ""Credit"": 84.7, ""Volatility safety"": 75.1}}",2026-07-22T16:01:54.374527+00:00
2017-03-31,Risk-On Expansion,Growth-oriented,72.3,25.3,74.7,74.4,61.3,75.7,87.0,75.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 72.3, ""risk_score"": 25.3, ""composite"": 74.7, ""components"": {""Growth"": 74.4, ""Liquidity"": 61.3, ""Breadth"": 75.7, ""Credit"": 87.0, ""Volatility safety"": 75.3}}",2026-07-22T16:01:54.410382+00:00
2017-04-07,Late-Cycle Risk-On,Moderately invested,70.1,28.5,71.5,67.4,57.0,71.7,85.7,75.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 70.1, ""risk_score"": 28.5, ""composite"": 71.5, ""components"": {""Growth"": 67.4, ""Liquidity"": 57.0, ""Breadth"": 71.7, ""Credit"": 85.7, ""Volatility safety"": 75.9}}",2026-07-22T16:01:54.445340+00:00
2017-04-13,Late-Cycle Risk-On,Moderately invested,65.0,35.7,64.3,57.5,50.8,54.5,83.0,75.6,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.0, ""risk_score"": 35.7, ""composite"": 64.3, ""components"": {""Growth"": 57.5, ""Liquidity"": 50.8, ""Breadth"": 54.5, ""Credit"": 83.0, ""Volatility safety"": 75.6}}",2026-07-22T16:01:54.481134+00:00
2017-04-21,Late-Cycle Risk-On,Moderately invested,68.1,31.3,68.7,65.2,55.6,62.5,84.9,75.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 68.1, ""risk_score"": 31.3, ""composite"": 68.7, ""components"": {""Growth"": 65.2, ""Liquidity"": 55.6, ""Breadth"": 62.5, ""Credit"": 84.9, ""Volatility safety"": 75.5}}",2026-07-22T16:01:54.516590+00:00
2017-04-28,Late-Cycle Risk-On,Moderately invested,69.7,29.0,71.0,66.1,56.2,72.3,85.1,75.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.7, ""risk_score"": 29.0, ""composite"": 71.0, ""components"": {""Growth"": 66.1, ""Liquidity"": 56.2, ""Breadth"": 72.3, ""Credit"": 85.1, ""Volatility safety"": 75.5}}",2026-07-22T16:01:54.552475+00:00
2017-05-05,Risk-On Expansion,Growth-oriented,70.6,27.8,72.2,66.1,56.3,76.8,85.7,76.2,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 70.6, ""risk_score"": 27.8, ""composite"": 72.2, ""components"": {""Growth"": 66.1, ""Liquidity"": 56.3, ""Breadth"": 76.8, ""Credit"": 85.7, ""Volatility safety"": 76.2}}",2026-07-22T16:01:54.588275+00:00
2017-05-12,Late-Cycle Risk-On,Moderately invested,69.6,29.2,70.8,63.0,54.3,75.8,84.8,76.1,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.6, ""risk_score"": 29.2, ""composite"": 70.8, ""components"": {""Growth"": 63.0, ""Liquidity"": 54.3, ""Breadth"": 75.8, ""Credit"": 84.8, ""Volatility safety"": 76.1}}",2026-07-22T16:01:54.625048+00:00
2017-05-19,Late-Cycle Risk-On,Moderately invested,66.8,33.1,66.9,56.9,50.0,73.7,80.9,73.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 66.8, ""risk_score"": 33.1, ""composite"": 66.9, ""components"": {""Growth"": 56.9, ""Liquidity"": 50.0, ""Breadth"": 73.7, ""Credit"": 80.9, ""Volatility safety"": 73.0}}",2026-07-22T16:01:54.663518+00:00
2017-05-26,Late-Cycle Risk-On,Moderately invested,69.6,29.2,70.8,64.8,55.0,77.9,83.0,73.2,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.6, ""risk_score"": 29.2, ""composite"": 70.8, ""components"": {""Growth"": 64.8, ""Liquidity"": 55.0, ""Breadth"": 77.9, ""Credit"": 83.0, ""Volatility safety"": 73.2}}",2026-07-22T16:01:54.700502+00:00
2017-06-02,Late-Cycle Risk-On,Moderately invested,70.1,28.4,71.6,65.3,55.5,78.9,83.9,74.3,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 70.1, ""risk_score"": 28.4, ""composite"": 71.6, ""components"": {""Growth"": 65.3, ""Liquidity"": 55.5, ""Breadth"": 78.9, ""Credit"": 83.9, ""Volatility safety"": 74.3}}",2026-07-22T16:01:54.738389+00:00
2017-06-09,Late-Cycle Risk-On,Moderately invested,69.5,29.3,70.7,63.5,54.1,81.3,82.0,72.4,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.5, ""risk_score"": 29.3, ""composite"": 70.7, ""components"": {""Growth"": 63.5, ""Liquidity"": 54.1, ""Breadth"": 81.3, ""Credit"": 82.0, ""Volatility safety"": 72.4}}",2026-07-22T16:01:54.776485+00:00
2017-06-16,Late-Cycle Risk-On,Moderately invested,69.0,29.9,70.1,61.9,53.1,81.0,81.8,72.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.0, ""risk_score"": 29.9, ""composite"": 70.1, ""components"": {""Growth"": 61.9, ""Liquidity"": 53.1, ""Breadth"": 81.0, ""Credit"": 81.8, ""Volatility safety"": 72.5}}",2026-07-22T16:01:54.814587+00:00
2017-06-23,Risk-On Expansion,Growth-oriented,70.9,27.3,72.7,69.9,58.1,79.1,83.8,72.6,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 70.9, ""risk_score"": 27.3, ""composite"": 72.7, ""components"": {""Growth"": 69.9, ""Liquidity"": 58.1, ""Breadth"": 79.1, ""Credit"": 83.8, ""Volatility safety"": 72.6}}",2026-07-22T16:01:54.852229+00:00
2017-06-30,Late-Cycle Risk-On,Moderately invested,66.7,33.2,66.8,61.6,52.6,68.0,80.5,71.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 66.7, ""risk_score"": 33.2, ""composite"": 66.8, ""components"": {""Growth"": 61.6, ""Liquidity"": 52.6, ""Breadth"": 68.0, ""Credit"": 80.5, ""Volatility safety"": 71.0}}",2026-07-22T16:01:54.890749+00:00
2017-07-07,Late-Cycle Risk-On,Moderately invested,67.7,31.8,68.2,65.0,54.6,71.0,80.4,69.8,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 67.7, ""risk_score"": 31.8, ""composite"": 68.2, ""components"": {""Growth"": 65.0, ""Liquidity"": 54.6, ""Breadth"": 71.0, ""Credit"": 80.4, ""Volatility safety"": 69.8}}",2026-07-22T16:01:54.931873+00:00
2017-07-14,Risk-On Expansion,Growth-oriented,73.3,23.9,76.1,79.1,63.4,83.9,84.2,70.1,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.3, ""risk_score"": 23.9, ""composite"": 76.1, ""components"": {""Growth"": 79.1, ""Liquidity"": 63.4, ""Breadth"": 83.9, ""Credit"": 84.2, ""Volatility safety"": 70.1}}",2026-07-22T16:01:54.972310+00:00
2017-07-21,Risk-On Expansion,Growth-oriented,71.8,26.0,74.0,73.3,59.9,82.7,83.3,70.8,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 71.8, ""risk_score"": 26.0, ""composite"": 74.0, ""components"": {""Growth"": 73.3, ""Liquidity"": 59.9, ""Breadth"": 82.7, ""Credit"": 83.3, ""Volatility safety"": 70.8}}",2026-07-22T16:01:55.011937+00:00
2017-07-28,Late-Cycle Risk-On,Moderately invested,70.3,28.2,71.8,69.5,57.6,77.7,82.8,71.4,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 70.3, ""risk_score"": 28.2, ""composite"": 71.8, ""components"": {""Growth"": 69.5, ""Liquidity"": 57.6, ""Breadth"": 77.7, ""Credit"": 82.8, ""Volatility safety"": 71.4}}",2026-07-22T16:01:55.051946+00:00
2017-08-04,Late-Cycle Risk-On,Moderately invested,69.5,29.4,70.6,68.1,56.8,74.1,82.6,71.6,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.5, ""risk_score"": 29.4, ""composite"": 70.6, ""components"": {""Growth"": 68.1, ""Liquidity"": 56.8, ""Breadth"": 74.1, ""Credit"": 82.6, ""Volatility safety"": 71.6}}",2026-07-22T16:01:55.092889+00:00
2017-08-11,Late-Cycle Risk-On,Moderately invested,64.2,36.9,63.1,56.3,49.2,60.6,78.8,70.6,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.2, ""risk_score"": 36.9, ""composite"": 63.1, ""components"": {""Growth"": 56.3, ""Liquidity"": 49.2, ""Breadth"": 60.6, ""Credit"": 78.8, ""Volatility safety"": 70.6}}",2026-07-22T16:01:55.133828+00:00
2017-08-18,Mixed / Transition,Balanced,63.3,38.1,61.9,54.7,48.4,54.9,79.4,71.8,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 63.3, ""risk_score"": 38.1, ""composite"": 61.9, ""components"": {""Growth"": 54.7, ""Liquidity"": 48.4, ""Breadth"": 54.9, ""Credit"": 79.4, ""Volatility safety"": 71.8}}",2026-07-22T16:01:55.176413+00:00
2017-08-25,Late-Cycle Risk-On,Moderately invested,64.2,36.8,63.2,55.7,49.0,60.3,79.4,71.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.2, ""risk_score"": 36.8, ""composite"": 63.2, ""components"": {""Growth"": 55.7, ""Liquidity"": 49.0, ""Breadth"": 60.3, ""Credit"": 79.4, ""Volatility safety"": 71.5}}",2026-07-22T16:01:55.217062+00:00
2017-09-01,Late-Cycle Risk-On,Moderately invested,67.2,32.6,67.4,60.1,51.7,73.2,80.5,71.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 67.2, ""risk_score"": 32.6, ""composite"": 67.4, ""components"": {""Growth"": 60.1, ""Liquidity"": 51.7, ""Breadth"": 73.2, ""Credit"": 80.5, ""Volatility safety"": 71.5}}",2026-07-22T16:01:55.259185+00:00
2017-09-08,Late-Cycle Risk-On,Moderately invested,65.7,34.7,65.3,57.3,50.2,65.9,80.6,72.6,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.7, ""risk_score"": 34.7, ""composite"": 65.3, ""components"": {""Growth"": 57.3, ""Liquidity"": 50.2, ""Breadth"": 65.9, ""Credit"": 80.6, ""Volatility safety"": 72.6}}",2026-07-22T16:01:55.300910+00:00
2017-09-15,Late-Cycle Risk-On,Moderately invested,69.6,29.1,70.9,64.4,54.6,80.9,82.2,72.3,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.6, ""risk_score"": 29.1, ""composite"": 70.9, ""components"": {""Growth"": 64.4, ""Liquidity"": 54.6, ""Breadth"": 80.9, ""Credit"": 82.2, ""Volatility safety"": 72.3}}",2026-07-22T16:01:55.342407+00:00
2017-09-22,Risk-On Expansion,Growth-oriented,71.8,26.0,74.0,70.4,58.5,83.8,84.3,73.1,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 71.8, ""risk_score"": 26.0, ""composite"": 74.0, ""components"": {""Growth"": 70.4, ""Liquidity"": 58.5, ""Breadth"": 83.8, ""Credit"": 84.3, ""Volatility safety"": 73.1}}",2026-07-22T16:01:55.384677+00:00
